"id","FIO","link","PART1","№ OVO","LIST №","AGE","GROUP_AGE","EDUCATION","CRIMINAL","PART2","PART2_corr","POSITION","INCOME_TOTAL","INCOME_FAMILY","INCOME_FAVORITE","LAND_QTY","LAND_SQ","APPARTMENTS_QTY","APPARTMENTS_SQ","APPARTMENTS_QTY_FAMILY","APPARTMENTS_SQ_FAMILY","LAND_QTY_FAMILY","LAND_SQ_FAMILY","AVTO_QTY","AVTO_MARK","AVTO_MODEL","AVTO_YEAR","AVTO_QTY_FAMILY","AVTO_MARK_FAMILY","AVTO_MODEL_FAMILY","AVTO_YEAR_FAMILY","DECLARATION_DONE","GENDER","OTHER_ACTIVES","OTHER_ACTIVES_FAMILY"
495,"Абаімов Василь Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=495","Українська Національна Консервативна партія",124,,49,"45+","вища","відсутня","член Української Національної Консервативної партії","член Української Національної Консервативної партії","виконавчий директор",23076,42741,6,4,3087,1,17,1,53,2,3339,0,,,2012,0,,,0,9/6/2012 14:18,"Ч",40000,0
1553,"Абдуллін Олександр Рафкатович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1553","політична партія Всеукраїнське об’єднання ""Батьківщина""",,28,50,"45+","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","народний депутат України",247500,0,6,0,0,1,66,1,139,0,0,1,"Porsche","Cayenne",2011,2,"Audi",,2006,9/13/2012 17:31,"Ч",10136459,6
2044,"Авдєєва Лілія Геннадіївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2044","політична партія Всеукраїнське об’єднання ""Батьківщина""",170,,48,"45+","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","приватний підприємець",0,117000,6,1,1000,1,21,2,67,1,100,3,"Audi","A3",2005,0,,,0,9/18/2012 11:23,"Ж",0,0
2057,"Агальцов-Новохатський Анатолій Андрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2057","Політична партія ""Держава""",7,,56,"45+","вища","відсутня","безпартійн","безпартійний","тимчасово не працює",0,12000,6,0,0,1,59,0,0,0,0,3,"ВАЗ",,2012,0,,,0,9/18/2012 11:02,"Ч",0,0
224,"Агапов Сергій Юрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=224","Самовисування",19,,48,"45+","вища","відсутня","безпартійн","безпартійний","директор",11797,11919,6,0,0,0,0,0,0,0,0,1,"ГАЗ",3110,1998,0,,,0,9/5/2012 15:02,"Ч",0,0
937,"Агатій Вадим Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=937","Політична партія ""Інтернет партія України""",222,,24,"<25","вища","відсутня","член Політичної партії ""Інтернет партія України""","член Політичної партії ""Інтернет партія України""","тимчасово не працює",0,66000,6,0,0,0,0,1,59,0,0,0,,,2012,0,,,0,9/10/2012 13:55,"Ч",0,0
601,"Адвена Олексій Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=601","Комуністична партія України",90,,42,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","інструктор Центрального комітету Компартії України",21700,670,6,2,4086,1,50,1,109,0,0,0,,,,2,"Chevrolet","Lacetti",2005,9/6/2012 11:08,"Ч",0,0
307,"Ажищев Володимир Юхимович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=307","Комуністична партія України",,62,61,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","лікар швидкої медичної допомоги",82444,9585,6,1,203,1,22,1,22,0,0,1,"ВАЗ",2103,1977,0,,,0,9/5/2012 21:51,"Ч",0,0
1198,"Азаров Микола Янович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1198","Партія регіонів",,1,65,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","Прем’єр-міністр України",837264,73274,6,1,3998,2,784,0,0,1,1500,0,,,2012,1,"Lexus","RX-400H",2006,9/11/2012 15:56,"Ч",1368515,182000
1425,"Азаров Олексій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1425","Партія регіонів",47,,41,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","директор",592255,0,6,2,9600,1,104,0,0,0,0,1,"Mercedes","Benz",2011,0,,,0,9/13/2012 16:20,"Ч",11565383,0
13,"Айб Володимир Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=13","Самовисування",72,,47,"45+","вища","відсутня","безпартійн","безпартійний","спеціаліст з юридичних питань",0,0,0,0,0,0,0,0,0,0,0,1,"Kia","Sorenta",2007,1,"ВАЗ",21214,1997,9/3/2012 14:51,"Ч",75641,67441
1203,"Акімова Ірина Михайлівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1203","Партія регіонів",,6,52,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","Перший заступник Глави Адміністрації Президента України",352052,0,6,1,25400,4,404,0,0,0,0,1,"Nissan","Note",2008,0,,,0,9/11/2012 16:14,"Ж",529222,0
314,"Акінін Миколай Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=314","Комуністична партія України",,69,58,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",23008,43293,15,0,0,1,12,2,66,1,1880,1,"ЗАЗ","Славута",2007,0,,,0,9/5/2012 22:09,"Ч",0,0
687,"Аксененко Сергій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=687","Комуністична партія України",216,,45,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Дарницького районного комітету Компартії України міста Києва",19900,0,6,0,0,1,59,0,0,0,0,0,,,2012,0,,,0,9/7/2012 12:38,"Ч",0,0
910,"Алайбов Віталій Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=910","Самовисування",134,,43,"35-44","вища","відсутня","безпартійн","безпартійний","голова ради директорів",0,35965,6,0,0,0,0,1,32,0,0,1,"ВАЗ",,1976,2,"Mitsubishi","autlander",2003,9/10/2012 14:23,"Ч",0,0
2968,"Албов Сергій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2968","Політична партія ""Справедлива Україна""",128,,41,"35-44","середня спеціальна","відсутня","член Політичної партії ""Справедлива Україна""","член Політичної партії ""Справедлива Україна""","приватний підприємець",60000,0,6,0,0,2,230,0,0,0,0,2,"Mercedes","Viano",2006,0,,,0,9/11/2012 16:29,"Ч",0,0
702,"Александровська Алла Олександрівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=702","Комуністична партія України",170,,64,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","народний депутат України",547689,0,6,1,1200,0,0,0,0,0,0,0,,,2012,0,,,0,9/7/2012 12:42,"Ж",6652,0
217,"Мельник Світлана Миколаївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=217","Самовисування",15,,43,"35-44","вища","відсутня","безпартійн","безпартійний","директор",70671,15128,6,3,35441,1,71,0,0,0,0,3,"Volkswagen","Passat",2007,1,"Hyundai",,2010,9/5/2012 14:32,"Ж",3500,0
1517,"Алексєєв Ігор Сергійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1517","політична партія Всеукраїнське об’єднання ""Батьківщина""",,187,26,"25-34","вища","відсутня","безпартійн","безпартійний","юрист",12114,67200,6,1,1500,1,47,0,0,0,0,1,"Mitsubishi","Pajero",2007,1,"Hyundai","Elantra",2011,9/13/2012 11:01,"Ч",0,0
573,"Алексій Володимир Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=573","Комуністична партія України",70,,57,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України",566000,29700,6,2,5870,0,0,0,0,0,0,5,"BMW ",530,2003,1,"ВАЗ",111940,2008,9/6/2012 15:33,"Ч",53000,140000
637,"Алексюк Леонід Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=637","Комуністична партія України",120,,57,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",102000,0,5,1,43,0,0,0,0,0,0,1,"Opel","Aстра",2005,0,,,0,9/6/2012 17:32,"Ч",0,0
1179,"Алєксєєва Ірина Володимирівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1179","Самовисування",196,,38,"35-44","вища","відсутня","безпартійн","безпартійний","заступник директора з навчально-виховної роботи",44098,65594,6,1,1000,1,63,0,0,1,738,1,"Peugeot",308,2008,0,,,0,9/11/2012 11:29,"Ж",0,0
337,"Алпатова Світлана Георгіївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=337","Комуністична партія України",,92,47,"45+","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України Артемівської у місті Луганську районної ради",21840,0,6,0,0,1,48,1,48,0,0,0,,,,0,,,0,9/5/2012 22:45,"Ж",0,0
481,"Аль-Анні Амар Хуссейнович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=481","Комуністична партія України",,146,22,"<25","базова вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","студент",11367,0,5,0,0,0,0,1,66,1,615,0,,,2012,1,"Suzuki","Гранд Витара",2007,9/6/2012 12:46,"Ч",0,0
2949,"Амосов Дмитро Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2949","політична партія Всеукраїнське об’єднання ""Свобода""",,213,39,"35-44","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Свобода""","член політичної партії Всеукраїнське об’єднання ""Свобода""","тимчасово не працює",7000,0,12,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/12/2012 10:20,"Ч",0,0
889,"Андрєєв Олександр Вікторович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=889","Самовисування",217,,38,"35-44","вища","відсутня","безпартійн","безпартійний","директор департаменту дозвільної системи",190336,35720,6,0,0,1,19,1,44,0,0,0,,,2012,0,,,0,9/10/2012 13:37,"Ч",0,0
1128,"Андрієвський Вадим Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1128","Політична партія ""Зелені""",,28,31,"25-34","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","директор",39820,28453,6,0,0,1,69,1,40,0,0,1,"BMW ","X5",2001,0,,,0,9/11/2012 14:05,"Ч",0,0
5616,"Андрієвський Віктор Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=5616","Самовисування",222,,39,"35-44","середня","відсутня","безпартійн","безпартійний","кухар",12600,0,6,0,0,1,100,0,0,0,0,0,,,,0,,,0,9/13/2012 10:32,"Ч",0,0
1812,"Андрійченко Володимир Леонідович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1812","Самовисування",205,,27,"25-34","вища","відсутня","безпартійн","безпартійний","фізична особа – підприємець",89500,20440,17,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/17/2012 13:11,"Ч",0,0
1152,"Андріуца Микола Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1152","Політична партія ""Зелені""",,52,46,"45+","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","директор",96622,0,6,1,50500,2,110,0,0,0,0,1,"Opel","Astra",2008,0,,,0,9/11/2012 10:37,"Ч",0,0
644,"Андріянов Олександр Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=644","Комуністична партія України",108,,57,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України",40473,24940,0,1,600,1,46,0,0,0,0,1,"ЗАЗ",,2005,0,,,0,9/6/2012 17:04,"Ч",0,0
1291,"Андрос Сергій Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1291","Партія регіонів",,94,50,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",217065,183857,6,0,0,0,0,3,202,1,1900,1,"Land Rover",,2010,1,"Mazda",6,2008,9/12/2012 14:30,"Ч",0,0
131,"Андрощук Сергій Борисович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=131","Самовисування",216,,44,"35-44","вища","відсутня","безпартійн","безпартійний","приватний підприємець",247348,385650,0,8,4588,0,0,0,0,1,980,1,"Ford","скорпио",1986,3,"Audi","А-6",2005,9/5/2012 11:20,"Ч",40850,200
116,"Андрющенко Богдан Вікторович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=116","Самовисування",100,,38,"35-44","вища","відсутня","член Координаційної ради з питань аграрної політики","безпартійний","член Координаційної ради з питань аграрної політики",71311,6,0,0,0,0,0,0,0,0,0,1,"Suzuki","SX-4",2007,0,,,0,9/5/2012 12:02,"Ч",0,0
665,"Аніщук Ніна Володимирівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=665","Комуністична партія України",135,,35,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","професор кафедри історії держави та права",91236,0,6,0,0,1,81,0,0,0,0,1,"Nissan","Micra",2008,0,,,0,9/6/2012 20:37,"Ж",0,0
1013,"Аннушак Сергій Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1013","Народна Партія",107,,45,"45+","середня спеціальна","відсутня","член Народної Партії","член Народної Партії","голова",26400,14420,6,0,0,1,20,0,0,0,0,1,"ВАЗ",,2011,0,,,0,9/10/2012 16:03,"Ч",0,0
1053,"Антемюк Віктор Дмитрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1053","Самовисування",11,,49,"45+","вища","відсутня","безпартійн","безпартійний","народний депутат України четвертого скликання",15956000,6331288,6,2,85600,23,1763,3,405,2,11417,3,"Mercedes","S-500",2002,3,"Renault",,2006,9/10/2012 15:30,"Ч",239,22832
902,"Антип Петро Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=902","Самовисування",51,,53,"45+","середня спеціальна","відсутня","безпартійн","безпартійний","генеральний директор",535800,63425,6,0,0,0,0,1,58,0,0,1,"Nissan","altina",2008,0,,,0,9/10/2012 13:57,"Ч",0,0
4389,"Антоненко Юлія Миколаївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=4389","Самовисування",219,,24,"<25","незакінчена вища","відсутня","безпартійн","безпартійний","тимчасово не працює",0,3674,10,0,0,0,0,1,78,0,0,0,,,0,0,,,0,9/17/2012 16:39,"Ж",0,0
290,"Антонюк Микола Юхимович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=290","Комуністична партія України",,107,70,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",93600,59300,6,0,0,1,28,2,56,0,0,0,,,2012,0,,,0,9/5/2012 17:41,"Ч",0,0
1249,"Аркаллаєв Нуруліслам Гаджиєвич","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1249","Партія регіонів",,52,51,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",1705011,7274830,6,1,13520,1,1594,2,103,0,0,2,"Mercedes","Benz",2007,3,"Mercedes","Benz67350",2011,9/12/2012 10:35,"Ч",0,0
1067,"Дармостук Григорій Леонтійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1067","Партія ""Віче""",94,,62,"45+","середня спеціальна","відсутня","безпартійн","безпартійний","директор",24960,9960,6,1,1250,2,177,0,0,1,2100,0,,,2012,0,,,0,9/10/2012 16:19,"Ч",0,0
561,"Дацько Тетяна Федорівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=561","Комуністична партія України",39,,47,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","заступник голови Дніпропетровської обласної ради",99110,0,5,0,0,1,54,0,0,0,0,1,,"Славута",2002,0,,,0,9/6/2012 15:01,"Ж",0,0
1873,"Дашутін Григорій Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1873","Партія регіонів",162,,49,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","почесний президент",1912954,1221773,6,1,1427,1,679,4,2273,2,3226,0,,,,1,"Cadillac","SRX",2004,9/17/2012 14:08,"Ч",17950,70125
552,"Дегтяр Володимир Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=552","Комуністична партія України",37,,50,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України",47867,58320,6,2,1655,0,0,1,61,0,0,1,"ЗАЗ",110307,2005,0,,,0,9/6/2012 14:43,"Ч",0,0
121,"Дейнека Олег Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=121","Самовисування",187,,34,"25-34","вища","відсутня","безпартійн","безпартійний","директор",463438,69097,6,0,0,0,0,0,0,0,0,1,"Mercedes",,2003,0,,,0,9/5/2012 12:26,"Ч",9300,0
541,"Дейнєс Віталій Геннадійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=541","Комуністична партія України",58,,37,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Маріупольського міського комітету Компартії України",31858,49000,6,0,0,1,44,1,82,0,0,2,"ЗАЗ",,2006,0,,,0,9/6/2012 16:23,"Ч",0,0
400,"Дейніченко Наталія Леонідівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=400","Комуністична партія України",,187,39,"35-44","базова вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","другий секретар Сумського міського комітету Компартії України",23078,14400,6,0,0,1,46,1,46,0,0,0,,0,0,1,"ВАЗ",2123,2007,9/5/2012 13:01,"Ч",607,0
1457,"Дейч Борис Давидович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1457","Партія регіонів",8,,74,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",1371977,411139,20,2,739,3,708,0,0,0,0,1,"Honda","CR-V",2001,0,,,0,9/6/2012 14:57,"Ч",2313001,644310
772,"Коганов Олександр Львович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=772","партія Всеукраїнське політичне об’єднання ""Єдина Родина""",4,,39,"35-44","вища","відсутня","безпартійн","безпартійний","фізична особа – підприємець",67480,0,6,0,0,1,58,0,0,0,0,0,,,2012,0,,,0,9/7/2012 15:52,"Ч",0,0
1710,"Когут Олександр Євгенович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1710","Партія регіонів",83,,27,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","начальник управління",34247,67861,6,0,0,0,0,1,89,0,0,0,,,2012,0,,,0,9/14/2012 17:35,"Ч",0,0
1663,"Кодола Олександр Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1663","політична партія Всеукраїнське об’єднання ""Батьківщина""",,138,30,"25-34","вища","відсутня","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","помічник-консультант народного депутата України",106677,120805,16,1,1700,3,139,0,0,0,0,1,"Daewoo","T13110",2004,0,,,0,9/14/2012 11:37,"Ч",0,0
680,"Мирончук Володимир Назарович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=680","Комуністична партія України",218,,57,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","начальник відділу з питань майна комунальної власності",56374,28700,6,2,32267,1,108,0,0,0,0,1,"Audi",,1992,0,,,0,9/6/2012 17:46,"Ч",0,0
833,"Мирочников Яков Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=833","Молодіжна партія України",3,,54,"45+","вища","відсутня","безпартійн","безпартійний","начальник",58920,174304,6,0,0,1,72,1,258,0,0,1,"Chevrolet","Captiva",2007,0,,,0,9/9/2012 18:21,"Ч",0,0
1815,"Мисик Володимир Юрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1815","Партія регіонів",172,,47,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","голова фермерського господарства ""Кегичівське""",161575,147725,19,1,500,1,40,1,40,1,2600,20,"Lexus","LX-570",2010,9,"BMW ","X5",2008,9/17/2012 13:20,"Ч",0,0
383,"Михайленко Ольга Дмитрівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=383","Комуністична партія України",,16,56,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","заступник голови Чаплинської районної ради",88237,0,6,0,0,1,46,0,0,1,24,0,,,2012,0,,,0,9/6/2012 11:07,"Ж",4277,296
912,"Михайлишин Петро Степанович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=912","Самовисування",126,,31,"25-34","вища","відсутня","безпартійн","безпартійний","тимчасово не працює",14762,14762,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/10/2012 10:37,"Ч",0,0
1883,"Михайлішин Віталій Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1883","Партія регіонів",201,,39,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","секретар Чернівецької міської ради",128758,25272,6,0,0,1,47,1,114,0,0,0,,,0,0,,,0,9/12/2012 14:57,"Ч",0,0
347,"Михайлов Денис Юрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=347","Комуністична партія України",,41,32,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Красноармійського міського комітету Компартії України",934278,396291,16,0,0,1,160,1,70,0,0,3,"Daewoo","Lanos",2007,1,"Audi","Q7",2007,9/5/2012 22:59,"Ч",0,0
421,"Михалевич Андрій Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=421","Комуністична партія України",,208,38,"35-44","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","фотограф",9793,0,6,0,0,1,18,1,18,0,0,0,,,2012,0,,,0,9/6/2012 13:09,"Ч",0,0
2970,"Михеєвський Сергій Андрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2970","Політична партія ""Справедлива Україна""",206,,51,"45+","вища","відсутня","член Політичної партії ""Справедлива Україна""","член Політичної партії ""Справедлива Україна""","пенсіонер",38400,34800,20,0,0,1,79,1,19,0,0,0,,,,0,,,0,9/11/2012 18:11,"Ч",0,0
596,"Міглачов Ігор Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=596","Комуністична партія України",83,,29,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","секретар Центрального комітету Івано-Франківського обласного комітету Компартії України",22467,0,6,0,0,0,0,1,30,0,0,0,,,2012,0,,,0,9/6/2012 17:03,"Ч",0,0
2960,"Мідяний Василь Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2960","політична партія Всеукраїнське об’єднання ""Свобода""",,224,50,"45+","середня","відсутня","член політичної партії Всеукраїнське об’єднання ""Свобода""","член політичної партії Всеукраїнське об’єднання ""Свобода""","виконавчий директор",19668,6,0,1,7500,2,137,0,0,0,0,0,,,,0,,,0,9/12/2012 11:42,"Ч",0,0
2046,"Мінчев Костянтин Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2046","Політична партія ""Держава""",5,,44,"35-44","вища","відсутня","безпартійн","безпартійний","приватний підприємець",284884,0,6,0,0,1,70,0,0,0,0,1,"Kia","Ceed",2007,0,,,0,9/18/2012 11:20,"Ч",0,0
3376,"Міронов Валерій Євгенійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=3376","Самовисування",220,,50,"45+","вища","відсутня","безпартійн","безпартійний","президент",39727,2178948,6,0,0,1,95,3,1232,1,4900,2,"Land Rover","Defender",2007,3,"Bentley","Continental",2006,9/13/2012 13:32,"Ч",9250,0
1327,"Мірошник Родіон Валерійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1327","Партія регіонів",,131,38,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","генеральний директор",100934,27215,6,0,0,1,29,1,38,0,0,1,"Mitsubishi","Pajero",2008,0,,,0,9/12/2012 16:53,"Ч",0,0
1236,"Мірошниченко Юрій Романович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1236","Партія регіонів",,39,42,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",16474456,9960,6,4,7044,7,1990,1,121,6,37472,2,"Lexus","LX-570",2008,3,"Mitsubishi",,2008,9/12/2012 10:00,"Ч",453324,1029086
1765,"Мітіна Ірина Валентинівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1765","Партія регіонів",150,,41,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник директора з навчально-виховної роботи",78162,0,6,1,28200,3,112,1,5,0,0,1,"ЗАЗ","Daewoo",2005,0,,,0,9/16/2012 22:14,"Ж",0,0
2032,"Міхайлутіна Ніна Петрівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2032","Політична партія ""Держава""",2,,57,"45+","середня спеціальна","відсутня","безпартійн","безпартійний","бухгалтер",78000,0,6,0,0,1,13,1,27,0,0,0,,,2012,0,,,0,9/18/2012 11:45,"Ж",0,0
2049,"Міхеєв Олександр Сергійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2049","Політична партія ""Держава""",90,,64,"45+","вища","відсутня","безпартійн","безпартійний","пенсіонер",48000,10000,6,0,0,1,72,0,0,0,0,0,,,2012,0,,,0,9/18/2012 11:14,"Ч",0,0
202,"Мішуровська Світлана Тимофіївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=202","Самовисування",179,,59,"45+","вища","відсутня","безпартійн","безпартійний","суддя",93013,0,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/5/2012 14:44,"Ж",0,0
843,"Міщенко Євгеній Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=843","Партія ""Соціалістична Україна""",98,,45,"45+","вища","відсутня","безпартійн","безпартійний","комерційний директор",18758,101837,6,3,4860,1,199,1,42,0,0,2,"Toyota","Raf 4",2007,0,,,0,9/10/2012 16:03,"Ч",0,0
1445,"Міщенко Сергій Григорович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1445","Самовисування",98,,41,"35-44","вища","відсутня","безпартійн","безпартійний","народний депутат України",250372,38175,6,0,0,0,0,0,0,0,0,0,,,,1,"Suzuki","Grand Vitara",2006,9/6/2012 12:53,"Ч",82676,23714
1348,"Мовчан Іван Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1348","Партія регіонів",,152,48,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","перший заступник голови Вінницької обласної державної адміністрації",121000,102500,6,1,718,2,318,2,266,1,5372,1,"Toyota",,2005,1,"Mercedes","ML",2008,9/12/2012 17:40,"Ч",0,0
