"id","FIO","link","PART1","№ OVO","LIST №","AGE","GROUP_AGE","EDUCATION","CRIMINAL","PART2","PART2_corr","POSITION","INCOME_TOTAL","INCOME_FAMILY","INCOME_FAVORITE","LAND_QTY","LAND_SQ","APPARTMENTS_QTY","APPARTMENTS_SQ","APPARTMENTS_QTY_FAMILY","APPARTMENTS_SQ_FAMILY","LAND_QTY_FAMILY","LAND_SQ_FAMILY","AVTO_QTY","AVTO_MARK","AVTO_MODEL","AVTO_YEAR","AVTO_QTY_FAMILY","AVTO_MARK_FAMILY","AVTO_MODEL_FAMILY","AVTO_YEAR_FAMILY","DECLARATION_DONE","GENDER","OTHER_ACTIVES","OTHER_ACTIVES_FAMILY"
1223,"Воропаєв Юрій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1223","Партія регіонів",,26,57,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",392481,4421606,6,2,3583,2,227,2,216,0,0,1,"Audi","Q8",2010,1,"Nissan","Juke",2011,9/11/2012 15:05,"Ч",2682883,6837825
1138,"Ворохаєв Олександр Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1138","Політична партія ""Зелені""",,38,33,"25-34","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","заступник директора",284305,8436,6,1,1320,2,162,0,0,0,0,4,"Volkswagen",,2010,1,"Toyota","auris",2008,9/11/2012 14:21,"Ч",276,0
1488,"Габай Василь Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1488","політична партія Всеукраїнське об’єднання ""Батьківщина""",,224,39,"35-44","вища","відсутня","безпартійн","безпартійний","директор",228000,0,17,0,0,0,0,0,0,0,0,5,"Lexus","LS 460",2011,0,,,0,9/6/2012 17:01,"Ч",0,0
303,"Гавриленко Микола Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=303","Комуністична партія України",,120,57,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","фізична особа-підприємець",58414,31917,17,1,2500,1,119,0,0,0,0,2,"ВАЗ",21063,1985,0,,,0,9/5/2012 17:40,"Ч",0,0
311,"Гаврилов Вячеслав Семенович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=311","Комуністична партія України",,66,41,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","заступник головного інженера",72988,0,6,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/5/2012 22:00,"Ч",0,0
504,"Гавриш Микола Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=504","Комуністична партія України",3,,48,"45+","вища","відсутня","безпартійн","безпартійний","командир",61121,23348,6,1,1200,1,36,1,36,0,0,1,"Opel","Вектра",2006,0,,,0,9/6/2012 14:31,"Ч",0,0
838,"Гавриш Степан Богданович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=838","Самовисування",176,,60,"45+","вища","відсутня","член (академік)","безпартійний","дійсний член (академік)",545412,4549542,9,1,41,1,409,0,0,3,11579,1,"Mercedes","Benz S500",2007,2,"Porsche","Cayenne",2008,9/10/2012 15:50,"Ч",3034258,2093506
1195,"Гаврілко Галина Вікторівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1195","Самовисування",43,,64,"45+","середня спеціальна","відсутня","безпартійн","безпартійний","завідуюча спецмедпунктом",31887,87580,6,0,0,1,18,1,18,1,25,0,,,2012,1,"Mitsubishi","Паджеро",1995,9/11/2012 13:27,"Ж",0,0
1338,"Гаврішко Вадим Дмитрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1338","Партія регіонів",,142,53,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","перший заступник голови Хмельницької обласної державної адміністрації",270880,57864,6,1,17500,1,201,0,0,1,15000,2,"УАЗ",,1982,0,,,0,9/12/2012 17:20,"Ч",249360,3035
511,"Гайдаєв Юрій Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=511","Комуністична партія України",13,,58,"45+","вища","відсутня","безпартійн","безпартійний","народний депутат України",254467,458858,6,3,438,2,115,0,0,3,438,1,"Audi","Q7",2009,1,"Porsche","cayenne",2010,9/6/2012 14:31,"Ч",0,0
675,"Гайдей Олександр Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=675","Комуністична партія України",111,,46,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","директор",24000,0,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/7/2012 12:35,"Ч",0,0
1271,"Гайдош Іштван Ференцович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1271","Партія регіонів",,74,41,"35-44","вища","відсутня","безпартійн","безпартійний","Берегівський міський голова",83661,480000,6,1,2133,1,74,1,495,3,15680,1,"Toyota","Avensis",2011,1,"Toyota","Land Cruiser",2011,9/12/2012 11:56,"Ч",23045,76587
6523,"Гайдук Андрій Валерійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=6523","Самовисування",223,,26,"25-34","вища","відсутня","безпартійн","безпартійний","менеджер зі зв’язків з громадськістю",60000,96000,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/12/2012 14:15,"Ч",0,0
1845,"Гайдучик Петро Данилович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1845","Партія регіонів",22,,40,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","головний лікар",38816,0,6,2,3300,0,0,0,0,0,0,0,,,2012,0,,,0,9/17/2012 15:28,"Ч",0,0
145,"Галабурда Олександр Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=145","Молодіжна партія України",90,,33,"25-34","вища","відсутня","безпартійн","безпартійний","генеральний директор",74280,150030,6,1,120,0,0,1,78,0,0,1,"Mercedes","ML-500",2002,1,"Nissan","micra",2005,9/5/2012 12:15,"Ч",0,0
1003,"Галаган Олександр Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1003","Народна Партія",25,,54,"45+","вища","відсутня","член Народної Партії","член Народної Партії","голова",36115,31023,6,0,0,0,0,1,50,0,0,0,,,2012,0,,,0,9/10/2012 15:32,"Ч",0,0
984,"Галамай Йосиф Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=984","Народна Партія",120,,72,"45+","середня спеціальна","відсутня","член Народної Партії","член Народної Партії","пенсіонер",256000,50400,9,0,0,2,536,2,439,0,0,2,,"Кадилак",2008,0,,,0,9/8/2012 22:24,"Ч",6380,2330
1521,"Галаченко Олександр Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1521","політична партія Всеукраїнське об’єднання ""Батьківщина""",,191,44,"35-44","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","головний лікар",311422,23119,6,1,1865,0,0,2,100,0,0,0,,,,0,,,0,9/13/2012 10:45,"Ч",0,0
1100,"Галига Петро Степанович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1100","Самовисування",84,,49,"45+","вища","відсутня","член Української республіканської партії ","член Української республіканської партії ","директор",35567,307461,6,6,7044,1,279,0,0,0,0,0,,,2012,2,"Kia",,2001,9/11/2012 9:46,"Ч",0,0
605,"Галицький Володимир Віталійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=605","Комуністична партія України",97,,35,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України",26896,34280,6,0,0,0,0,1,92,1,2500,3,"ЗАЗ",110908,2010,0,,,0,9/6/2012 11:35,"Ч",0,0
1024,"Галич Анатолій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1024","Самовисування",210,,60,"45+","вища","відсутня","безпартійн","безпартійний","голова",198742,93960,6,1,27,1,79,1,79,1,24,1,"Toyota","camry",2005,0,,,0,9/10/2012 16:45,"Ч",270500,0
4548,"Гальченко Олександр Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=4548","Самовисування",219,,26,"25-34","вища","відсутня","безпартійн","безпартійний","тимчасовоне працює",0,15400,6,0,0,0,0,0,0,0,0,0,,,0,0,,,0,9/17/2012 16:28,"Ч",0,0
1408,"Гаманілов Ігор Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1408","Партія регіонів",,212,41,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","голова правління",511000,0,6,0,0,0,0,1,83,0,0,1,"Mercedes","Benz",2008,0,,,0,9/13/2012 15:21,"Ч",0,0
340,"Ганчуков Олександр Костянтинович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=340","Комуністична партія України",,34,63,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",21600,9600,6,0,0,3,79,1,17,0,0,0,,,,0,,,0,9/5/2012 22:49,"Ч",0,0
482,"Гапоненко Світлана Мкртичівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=482","Комуністична партія України",,147,45,"45+","середня спеціальна","відсутня","член Комуністичної партії України","член Комуністичної партії України","другий секретар Чугуївського районного комітету Компартії України",23462,28050,6,0,0,1,46,0,0,0,0,0,,,2012,0,,,0,9/6/2012 12:47,"Ж",736,795
634,"Гаршин Віктор Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=634","Комуністична партія України",122,,67,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",54392,9260,6,1,4600,1,63,0,0,0,0,1,"ВАЗ",21063,1991,0,,,0,9/6/2012 17:24,"Ч",1000,1000
2015,"Гафич Ігор Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2015","політична партія Всеукраїнське об’єднання ""Батьківщина""",4,,46,"45+","вища","відсутня","безпартійн","безпартійний","старший інженер аварійно-рятувального загону спеціального призначення",60990,38747,6,1,1470,1,55,1,64,0,0,0,,,0,1,"Nissan","X Trail",2008,9/17/2012 17:37,"Ч",62000,70000
256,"Гвоздєв Геннадій Геннадійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=256","Самовисування",25,,45,"45+","вища","відсутня","безпартійн","безпартійний","директор департаменту технічного забезпечення",714184,865047,6,2,4027,0,0,0,0,19,32737,3,"Toyota",,2008,1,"ГАЗ",,1953,9/5/2012 15:48,"Ч",0,0
1921,"Гвоздь Віктор Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1921","Партія регіонів",199,,53,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","начальник територіального управління Міністерства надзвичайних ситуацій України в Черкаській області",128394,0,6,0,0,1,96,1,38,0,0,1,"Mazda",626,1998,0,,,0,9/17/2012 22:37,"Ч",0,0
1739,"Голосний Максим Ігоревич","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1739","Самовисування",30,,31,"25-34","вища","відсутня","безпартійн","безпартійний","тимчасово не працює",49486,18703,6,0,0,0,0,2,85,2,7600,0,,,,1,"Nissan","X-Trail",2003,9/16/2012 17:48,"Ч",0,1165
241,"Гдичинський Богдан Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=241","Самовисування",88,,55,"45+","вища","відсутня","безпартійн","безпартійний","керівник Служби Міністра",277726,399635,6,2,3837,1,112,2,193,2,164507,0,,,2012,2,"Porsche","Cajenne",2008,9/5/2012 16:11,"Ч",266728,8046830
1158,"Геник Костянтин Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1158","Політична партія ""Зелені""",,58,47,"45+","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","радник керівника",24000,0,6,0,0,0,0,1,61,0,0,0,,,2012,0,,,0,9/11/2012 10:43,"Ч",0,0
580,"Георгієвський Андрій Вячеславович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=580","Комуністична партія України",145,,36,"35-44","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Полтавського міського комітету Компартії України",51495,0,6,0,0,1,44,0,0,0,0,1,"Kia","Sportage",2011,0,,,0,9/6/2012 16:09,"Ч",0,0
686,"Герасименко Василь Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=686","Комуністична партія України",209,,60,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","директор",20502,42426,6,1,2200,1,72,0,0,0,0,0,,,2012,0,,,0,9/7/2012 12:37,"Ч",0,0
1891,"Герасименко Олена Михайлівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1891","Партія регіонів",190,,48,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник директора з навчально-виховної роботи",51099,0,6,0,0,1,32,0,0,0,0,0,,,0,0,,,0,9/12/2012 15:45,"Ж",0,0
398,"Герасимчук Михайло Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=398","Комуністична партія України",,31,65,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",67200,54000,0,2,1274,0,0,0,0,2,7247,2,"Audi",100,1996,1,"Opel","астра",1999,9/6/2012 12:38,"Ч",0,0
918,"Герега Галина Федорівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=918","Самовисування",215,,53,"45+","вища","відсутня","безпартійн","безпартійний","заступник Київського міського голови – секретар Київської міської ради",7005781,8652183,6,2,202620,4,19144,6,545,7,312522,2,"Lexus","LX",2005,0,,,0,9/10/2012 11:19,"Ж",3941,78769
1752,"Гержов Юрій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1752","Партія регіонів",131,,62,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","Вознесенський міський голова",222899,62799,6,1,4300,0,0,0,0,0,0,1,"Daewoo","Lanos",2002,0,,,0,9/16/2012 17:42,"Ч",230508,270530
1210,"Герман Ганна Миколаївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1210","Партія регіонів",,13,53,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","Радник Президента України – Керівник Головного управління з гуманітарних та суспільно-політичних питань",269948,129767,6,0,0,1,77,1,250,1,3600,0,,,2012,2,"BMW ","X5",2008,9/11/2012 16:58,"Ж",0,0
1226,"Гєллєр Євгеній Борисович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1226","Партія регіонів",,29,38,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",241589,34500,6,1,9100,2,3068,1,43,0,0,0,,,2012,0,,,0,9/11/2012 15:14,"Ч",917354,541800
1160,"Гибало Андрій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1160","Політична партія ""Зелені""",,60,25,"25-34","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","працівник з обслуговування службових приміщень",0,31000,5,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/11/2012 10:44,"Ч",0,0
1654,"Гирля Катерина Олександрівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1654","політична партія Всеукраїнське об’єднання ""Батьківщина""",,129,32,"25-34","вища","відсутня","безпартійн","безпартійний","начальник Служби протоколу",16000,0,6,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/14/2012 16:49,"Ж",0,0
183,"Гичка Михайло Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=183","Самовисування",125,,53,"45+","вища","відсутня","безпартійн","безпартійний","головний лікар",95334,88921,6,2,1353,0,0,0,0,0,0,0,,,2012,0,,,0,9/5/2012 14:21,"Ч",0,0
742,"Гінзбург Ольга Петрівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=742","Комуністична партія України",160,,59,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","голова Державної архівної служби України",395410,163488,6,1,7200,3,240,2,43,1,20000,1,"Skoda","actavia",2006,2,"Volkswagen",,2011,9/7/2012 13:12,"Ж",0,120000
1822,"Гіршфельд Анатолій Мусійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1822","Партія регіонів",179,,55,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","генеральний директор",1711084,432584,6,0,0,5,603,3,855,3,18099,1,"Mercedes",,2008,1,"Mercedes","Berlingo",2011,9/17/2012 12:06,"Ч",345685,49854
1954,"Гладій Василь Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1954","політична партія Всеукраїнське об’єднання ""Батьківщина""",89,,40,"35-44","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","перший заступник голови",202784,55874,6,1,12900,1,212,0,0,2,13900,1,"Mercedes","Benz E320",2001,0,,,0,9/18/2012 10:22,"Ч",0,0
1042,"Гладких Валентин Валерійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1042","Самовисування",107,,36,"35-44","вища","відсутня","безпартійн","безпартійний","головний консультант",125573,0,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/11/2012 9:40,"Ч",177357,0
1830,"Глазунов Сергій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1830","Партія регіонів",34,,54,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",2384987,28763,6,0,0,0,0,1,135,0,0,1,"BMW ","X5",2011,1,"Toyota","Камри",2004,9/17/2012 12:48,"Ч",2031486,1199
1082,"Глоба Анатолій Кузьмович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1082","Партія ""Віче""",91,,65,"45+","вища","відсутня","безпартійн","безпартійний","тимчасово не працює",54667,14100,6,1,600,1,67,0,0,0,0,1,"ВАЗ",2106,1990,0,,,0,9/11/2012 9:46,"Ч",0,0
301,"Глухарєва Оксана Олександрівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=301","Комуністична партія України",,118,34,"25-34","середня спеціальна","відсутня","член Комуністичної партії України","член Комуністичної партії України","секретар Гуляйпільского районного комітету Компартії України",14983,37960,6,1,1550,0,0,0,0,1,16200,0,,,,0,,,0,9/5/2012 20:15,"Ж",0,0
2050,"Глушко Вадим Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2050","політична партія Всеукраїнське об’єднання ""Батьківщина""",181,,36,"35-44","вища","відсутня","безпартійн","безпартійний","голова правління",37576,234392,6,1,5795,1,43,1,80,0,0,2,"Renault",,2007,1,"Skoda","Fabia",2008,9/18/2012 11:13,"Ч",0,0
286,"Глушко Інна Василівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=286","Комуністична партія України",,103,27,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","другий секретар Бобровицького районного комітету Компартії України",19568,63000,6,0,0,0,0,0,0,0,0,0,,,2012,1,"Hyundai","Alantra",2011,9/5/2012 17:30,"Ж",0,0
1290,"Глущенко Ігор Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1290","Партія регіонів",,93,50,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",238541,0,6,1,375,1,375,1,75,3,1390,1,"Toyota","Land Cruizer",2010,0,,,0,9/12/2012 14:25,"Ч",9040,750
4128,"Глущенко Олексій Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=4128","Самовисування",218,,37,"35-44","вища","відсутня","безпартійн","безпартійний","здобувач кафедри цивільного права",0,16821,0,1,13,1,17,2,82,0,0,1,"Mitsubishi","Lanser",2006,1,"Mazda",3,2008,9/17/2012 17:25,"Ч",0,0
320,"Гмиря Гліб Сергійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=320","Комуністична партія України",,75,25,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Печерського районного комітету Компартії України міста Києва",25000,170000,6,0,0,1,82,1,82,0,0,0,,,,1,"Toyota","Land",2010,9/5/2012 22:20,"Ч",0,0
1502,"Гнаткевич Юрій Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1502","політична партія Всеукраїнське об’єднання ""Батьківщина""",,172,72,"45+","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","народний депутат України",453501,92958,6,1,250,1,75,1,48,0,0,2,"Toyota","Corolla",2010,0,,,0,9/13/2012 10:27,"Ч",368881,0
1456,"Гнатюк Юрій Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1456","Партія регіонів",14,,33,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","директор",212068,13759,17,0,0,1,190,0,0,0,0,3,"Toyota","Land Cruiser",2009,0,,,0,9/6/2012 14:52,"Ч",0,195375
405,"Гнілов Микола Лукич","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=405","Комуністична партія України",,192,53,"45+","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",17739,9657,20,1,142183,1,54,0,0,0,0,0,,,0,0,,,0,9/5/2012 13:14,"Ч",0,0
656,"Говорнян Семен Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=656","Комуністична партія України",203,,52,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","директор",167087,10228,0,0,0,0,0,0,0,0,0,3,"Mercedes","Vito",2003,0,,,0,9/6/2012 17:29,"Ч",0,0
1882,"Годунов Юрій Борисович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1882","Партія регіонів",217,,41,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","директор",33600,0,6,0,0,0,0,1,132,0,0,1,"BMW ","X5",2008,0,,,0,9/17/2012 16:08,"Ч",25000,0
777,"Голиця Михайло Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=777","Самовисування",208,,61,"45+","вища","відсутня","безпартійн","безпартійний","радник голови правління – президента",753575,276872,6,1,544,0,0,2,578,0,0,0,,,2012,1,"Lexus","RX 350",270,9/7/2012 16:15,"Ч",1529857,406503
852,"Голік Олександр Олексійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=852","Народна Партія",224,,28,"25-34","вища","відсутня","член Народної Партії","член Народної Партії","начальник кар’єру",36000,26500,6,1,530,0,0,0,0,1,800,1,"Mitsubishi","Паджеро",2008,1,"Peugeot",307,2004,9/10/2012 10:23,"Ч",0,0
1844,"Капітан Олександр Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1844","Партія регіонів",17,,32,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник голови",399735,7391,6,1,900,2,228,1,73,0,0,1,"Mercedes","Benz",2010,1,"Subaru",,2007,9/17/2012 15:27,"Ч",1839282,0
1581,"Головко Валерій Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1581","політична партія Всеукраїнське об’єднання ""Батьківщина""",,56,47,"45+","вища","відсутня","безпартійн","безпартійний","генеральний директор",526161,325158,6,0,0,0,0,1,218,0,0,3,"Toyota","Секвоя",2010,2,"BMW ","X6",2009,9/14/2012 11:45,"Ч",200000,0
1910,"Головко Олексій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1910","Партія регіонів",195,,52,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник голови Черкаської обласної державної адміністрації",75611,0,6,2,39300,1,41,1,42,0,0,0,,,,0,,,0,9/17/2012 22:06,"Ч",0,0
1137,"Головко Павло Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1137","Політична партія ""Зелені""",,37,51,"45+","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","директор",6418,5244,6,1,83,0,0,0,0,0,0,0,,,2012,0,,,0,9/11/2012 14:19,"Ч",0,0
4385,"Голодняк Микола Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=4385","Самовисування",223,,34,"25-34","вища","відсутня","безпартійн","безпартійний","генеральний директор",0,0,0,0,0,1,80,0,0,0,0,0,,,,0,,,0,9/12/2012 14:13,"Ч",0,0
304,"Гололобов Валентин Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=304","Комуністична партія України",,121,62,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","пенсіонер",31882,9202,0,1,600,1,55,0,0,0,0,0,,,,0,,,0,9/5/2012 21:46,"Ч",0,0
518,"Голубєв Михайло Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=518","Комуністична партія України",10,,65,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","голова правління",138900,6200,6,1,60,0,0,0,0,0,0,0,,,2012,0,,,0,9/6/2012 14:44,"Ч",0,43
5810,"Каплинська Олександра Вячеславівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=5810","Самовисування",216,,24,"<25","середня","відсутня","безпартійн","безпартійний","голова",18500,0,6,0,0,0,0,0,0,0,0,0,,,0,0,,,0,9/18/2012 11:13,"Ж",0,0
126,"Гончар Микола Вікторович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=126","Самовисування",221,,62,"45+","вища","відсутня","безпартійн","безпартійний","голова наглядової ради",356013,15000,6,0,0,0,0,0,0,0,0,1,"Subaru","Forester",2006,0,,,0,9/5/2012 12:53,"Ч",1854220,17341
2040,"Канівець Наталія Іванівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2040","Політична партія ""Держава""",9,,50,"45+","вища","відсутня","безпартійн","безпартійний","приватний підприємець",637301,0,6,0,0,1,78,0,0,0,0,5,"ВАЗ",,2007,0,,,0,9/18/2012 11:31,"Ж",0,0
1297,"Каракай Юрій Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1297","Партія регіонів",,100,45,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",288365,1249264,6,2,3000,2,140,1,131,0,0,1,"Volkswagen","Passat",2006,1,"Toyota","Camry",2005,9/12/2012 14:53,"Ч",0,0
1078,"Карапетров Андрій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1078","Партія ""Віче""",7,,40,"35-44","вища","відсутня","безпартійн","безпартійний","тимчасово не працює",20314,49557,6,0,0,1,44,0,0,0,0,1,"Skoda","Октавиа",2008,0,,,0,9/10/2012 17:22,"Ч",0,0
267,"Карасьов Вадим Юрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=267","політична партія Єдиний Центр",217,,56,"45+","вища","відсутня","член політичної партії Єдиний Центр","член політичної партії Єдиний Центр","Лідер політичної партії Єдиний Центр",22559,101864,6,0,0,1,49,1,49,0,0,0,,,2012,0,,,0,9/5/2012 16:40,"Ч",0,0
